feature,importance
feature_447,0.0008414736165539636
feature_1824,0.0008406493580218609
feature_395,0.0008381242870038972
feature_213,0.0008352867304393236
feature_442,0.0008322913544830266
feature_185,0.0008309060875783932
feature_1417,0.0008302118122261245
feature_159,0.0008284321977869674
feature_349,0.0008267903241369042
feature_166,0.0008246137708122426
feature_187,0.00082404985570846
feature_1788,0.0008227530478448919
feature_357,0.0008221457904174307
feature_474,0.0008181908552704697
feature_1738,0.000817533091922657
feature_334,0.0008171285776457605
feature_466,0.0008161438830152906
feature_348,0.0008092442964195243
feature_364,0.0008084332787860363
feature_111,0.0008077264114781644
feature_553,0.0008075039326412949
feature_402,0.0008065499990516184
feature_459,0.0008058091006043694
feature_572,0.0008036078929308761
feature_107,0.0007989761860100226
feature_1015,0.000797628120356875
feature_228,0.0007970952093062298
feature_177,0.0007951237937279147
feature_160,0.0007930588634389999
feature_407,0.0007907061665338733
feature_153,0.0007891749168877912
feature_1714,0.0007880099193413912
feature_383,0.0007876465582557752
feature_124,0.0007778833459053011
feature_1567,0.0007765343897275774
feature_226,0.000776504662896854
feature_473,0.0007762510449344408
feature_224,0.000775320292934395
feature_233,0.0007724126439281631
feature_470,0.0007697776317822817
feature_1850,0.000768000477110043
feature_425,0.0007674339984371701
feature_217,0.0007604198505221343
feature_384,0.0007602453365513727
feature_152,0.0007597990303130741
feature_225,0.0007577597664419507
feature_388,0.0007570887411747827
feature_356,0.0007564348566281604
feature_214,0.0007559200834120925
feature_4,0.0007555480095924422
feature_178,0.00075545864156809
feature_168,0.00075420062629502
feature_525,0.0007507311154922082
feature_210,0.0007504884026476267
feature_193,0.0007472812882756416
feature_191,0.0007440815653132255
feature_157,0.0007434152115427007
feature_63,0.0007375368886524263
