epoch,train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1,time_minutes
26,0.986034375,0.9894698414496749,0.982525,0.9859851917824114,0.97108125,0.9755694365575115,0.9663625,0.9709441426732394,1.6430514833333334
27,0.9863484375,0.9853701133652482,0.98735625,0.9863621818635906,0.9714125,0.9705185148218385,0.9723625,0.9714396323492682,1.6471156
28,0.9854703125,0.9845572249791799,0.9864125,0.9854839893038277,0.970675,0.970439780109945,0.970925,0.9706823294176455,1.6439695833333334
29,0.98625625,0.9877041216110327,0.984771875,0.9862358187935216,0.97115625,0.9733038662933059,0.9688875,0.9710906619392747,1.6477400666666666
30,0.986378125,0.9891909730952979,0.983503125,0.9863388491914253,0.9715875,0.9757863142230181,0.967175,0.9714615741961404,1.6398854333333333
31,0.9865171875,0.990522611197056,0.982434375,0.9864619140333895,0.9718375,0.9769046114971573,0.966525,0.9716870876531574,1.6500130833333333
32,0.9863609375,0.9887144027959643,0.983953125,0.9863280179306737,0.9715875,0.9747803981777453,0.968225,0.9714916406416576,1.6474605999999998
33,0.986571875,0.986407712397066,0.986740625,0.9865741406137715,0.97158125,0.9719056851585465,0.9712375,0.9715714776954578,1.6449203
34,0.9869078125,0.9891471894768236,0.98461875,0.9868777749066222,0.97225,0.9748498026696162,0.9695125,0.9721738258482596,1.6425671666666666
35,0.9872578125,0.9879241338953508,0.986575,0.9872491060302112,0.9720875,0.9733655870851299,0.9707375,0.9720497671857007,1.6406767500000001
36,0.9873609375,0.988131269659932,0.986571875,0.9873509566142034,0.972225,0.973776618425343,0.9705875,0.9721794438392868,1.6425680833333334
37,0.9870859375,0.9876635139743634,0.98649375,0.9870782854221485,0.97146875,0.9727273866670009,0.9701375,0.9714307171421955,1.6424520166666667
38,0.98728125,0.9900038338015599,0.984503125,0.9872458172861481,0.97204375,0.9759405129497762,0.96795,0.9719288336628071,1.64307515
39,0.9871515625,0.9879551636601528,0.986328125,0.9871409738956922,0.9721375,0.9727402438108589,0.9715,0.9721197263255326,1.64758425
40,0.987109375,0.9876488365254062,0.98655625,0.9871022409270127,0.97191875,0.9733803117124121,0.970375,0.9718753325446158,1.6534293
41,0.9872875,0.986745995080473,0.98784375,0.9872945673968855,0.97189375,0.9715459848361833,0.9722625,0.971904110359305,1.6423343166666666
42,0.98715,0.9867788311412548,0.98753125,0.9871548971954442,0.971825,0.9725338007010516,0.971075,0.9718038528896672,1.6358646499999998
43,0.988140625,0.989680056678182,0.98656875,0.988121954196753,0.9732,0.9751361799332279,0.9711625,0.9731452835151622,1.6391131333333333
44,0.985828125,0.9836456738965419,0.988084375,0.9858600283111231,0.9706875,0.968777232776436,0.972725,0.9707471027780896,1.6386845166666668
45,0.9870140625,0.98586468884545,0.988196875,0.9870294042827468,0.97209375,0.9714749391423756,0.97275,0.9721120514662253,1.6413399166666667
46,0.98754375,0.9879463057022043,0.98713125,0.9875386096764915,0.9721375,0.9726810832457325,0.9715625,0.972121469845161,1.6404882166666668
47,0.9874921875,0.9859901741181162,0.9890375,0.9875114861565487,0.9724375,0.9712123478954717,0.9737375,0.9724732847298512,1.6410856833333334
48,0.9874765625,0.9883754786153264,0.98655625,0.9874650264071153,0.97235,0.973083279082578,0.971575,0.9723285546298381,1.6420285333333333
49,0.9875,0.9867030237985299,0.98831875,0.9875102260024605,0.9724125,0.9721528159512268,0.9726875,0.9724200844767689,1.6539463166666666
50,0.988109375,0.9875943534641535,0.9886375,0.988115651421593,0.97275,0.9727263636818159,0.972775,0.9727506812329691,1.64930735
51,0.986140625,0.9818222927016613,0.990621875,0.9862024552474224,0.9708875,0.9668261128184792,0.9752375,0.9710135908796734,1.6468078166666666
52,0.98755,0.9883313301282052,0.98675,0.9875400320256205,0.97205,0.9733517172223615,0.970675,0.9720115158342721,1.6486368666666666
53,0.988528125,0.9911342058799505,0.985875,0.9884976077154701,0.973075,0.9768300365377347,0.9691375,0.9729685637196461,1.6493643833333331

